symbol_nse,symbol_bse,company_name,isin,nse_series,bse_scrip_code,status
BPL,BPL,BPL Ltd.,INE110A01019,EQ,500074,active
BRIGADE,BRIGADE,Brigade Enterprises Limited,INE791I01019,EQ,532929,active
BRIGHOTEL,BRIGHOTEL,Brigade Hotel Ventures Limited,INE03NU01014,EQ,544457,active
BRITANNIA,BRITANNIA,Britannia Industries Ltd.,INE216A01030,EQ,500825,active
BRNL,BRNL,Bharat Road Network Limited,INE727S01012,EQ,540700,active
BROOKS,BROOKS,BROOKS LABORATORIES LIMITED,INE650L01011,EQ,533543,active
BSE,,BSE Limited,INE118H01025,EQ,,active
BSHSL,,Bombay Super Hybrid Seeds Limited,INE032Z01020,EQ,,active
BSL,BSL,BSL Ltd.,INE594B01012,EQ,514045,active
BSOFT,BSOFT,BIRLASOFT LIMITED,INE836A01035,EQ,532400,active
BTML,BTML,BODHI TREE MULTIMEDIA LIMITED,INE0EEJ01023,EQ,543767,active
BUTTERFLY,BUTTERFLY,Butterfly Gandhimathi Appliances Limited,INE295F01017,EQ,517421,active
BVCL,BVCL,BARAK VALLEY CEMENTS LIMITED,INE139I01011,EQ,532916,active
BYKE,BYKE,The Byke Hospitality    Ltd,INE319B01014,EQ,531373,active
CALSOFT,CALSOFT,California Software Co. Ltd.,INE526B01014,EQ,532386,active
CAMLINFINE,CAMLINFINE,Camlin Fine Sciences Ltd,INE052I01032,EQ,532834,active
CAMPUS,CAMPUS,Campus Activewear Limited,INE278Y01022,EQ,543523,active
CAMS,CAMS,Computer Age Management Services Limited,INE596I01020,EQ,543232,active
CANBK,CANBK,Canara Bank,INE476A01022,EQ,532483,active
CANFINHOME,CANFINHOME,Can Fin Homes Ltd.,INE477A01020,EQ,511196,active
CANHLIFE,CANHLIFE,Canara HSBC Life Insurance Company Limited,INE01TY01017,EQ,544583,active
CANTABIL,CANTABIL,CANTABIL RETAIL INDIA LIMITED,INE068L01024,EQ,533267,active
CAPACITE,CAPACITE,Capacit'e Infraprojects Limited,INE264T01014,EQ,540710,active
CAPILLARY,CAPILLARY,Capillary Technologies India Limited,INE0ILV01024,EQ,544614,active
CAPITALSFB,CAPITALSFB,Capital Small Finance Bank Ltd,INE646H01017,EQ,544120,active
CAPLIPOINT,CAPLIPOINT,Caplin Point Laboratories Ltd.,INE475E01026,EQ,524742,active
CAPTRUST,CAPTRUST,Capital Trust Ltd.,INE707C01018,EQ,511505,active
CARBORUNIV,CARBORUNIV,Carborundum Universal Ltd.,INE120A01034,EQ,513375,active
CARERATING,CARERATING,CARE Ratings Limited,INE752H01013,EQ,534804,active
CARRARO,CARRARO,CARRARO INDIA LIMITED,INE0V7W01012,EQ,544320,active
CARTRADE,CARTRADE,CarTrade Tech Limited,INE290S01011,EQ,543333,active
CARYSIL,CARYSIL,CARYSIL LIMITED,INE482D01024,EQ,524091,active
CASTROLIND,CASTROLIND,Castrol India Ltd,INE172A01027,EQ,500870,active
CCHHL,CCHHL,Country Club Hospitality & Holidays Ltd,INE652F01027,EQ,526550,active
CCL,CCL,CCL Products (India) Ltd.,INE421D01022,EQ,519600,active
CDSL,,Central Depository Services (India) Limited,INE736A01011,EQ,,active
CEATLTD,CEATLTD,Ceat Ltd.,INE482A01020,EQ,500878,active
CEIGALL,CEIGALL,Ceigall India Limited,INE0AG901020,EQ,544223,active
CELEBRITY,CELEBRITY,Celebrity Fashions Ltd.,INE185H01016,EQ,532695,active
CELLO,CELLO,Cello World Limited,INE0LMW01024,EQ,544012,active
CEMPRO,CEMPRO,Cemindia Projects Limited,INE686A01026,EQ,509496,active
CENTENKA,CENTENKA,Century Enka Ltd.,INE485A01015,EQ,500280,active
CENTRALBK,CENTRALBK,Central Bank of India,INE483A01010,EQ,532885,active
CENTRUM,CENTRUM,Centrum Capital Limited,INE660C01027,EQ,501150,active
CENTUM,CENTUM,Centum Electronics Ltd,INE320B01020,EQ,517544,active
CENTURYPLY,CENTURYPLY,Century Plyboards (India) Ltd.,INE348B01021,EQ,532548,active
CERA,CERA,Cera Sanitaryware Ltd.,INE739E01017,EQ,532443,active
CESC,CESC,CESC Limited,INE486A01021,EQ,500084,active
CEWATER,CEWATER,Concord Enviro Systems Limited,INE037Z01029,EQ,544315,active
CGCL,CGCL,Capri Global Capital Limited,INE180C01042,EQ,531595,active
CGPOWER,CGPOWER,CG Power and Industrial Solutions Limited,INE067A01029,EQ,500093,active
CHALET,CHALET,Chalet Hotels Limited,INE427F01016,EQ,542399,active
CHAMBLFERT,CHAMBLFERT,Chambal Fertilisers & Chemicals Ltd,INE085A01013,EQ,500085,active
CHEMBOND,CHEMBOND,Chembond Material Technologies Limited,INE995D01025,EQ,530871,active
CHEMBONDCH,CHEMBONDCH,CHEMBOND CHEMICALS  LIMITED,INE0TGX01019,EQ,544450,active
CHEMCON,CHEMCON,Chemcon Speciality Chemicals Limited,INE03YM01018,EQ,543233,active
CHEMFAB,CHEMFAB,Chemfab Alkalis Ltd,INE783X01023,EQ,541269,active
CHEMPLASTS,CHEMPLASTS,Chemplast Sanmar Limited,INE488A01050,EQ,543336,active
CHENNPETRO,CHENNPETRO,Chennai Petroleum Corporation Ltd.,INE178A01016,EQ,500110,active
CHEVIOT,CHEVIOT,Cheviot Co.Ltd.,INE974B01016,EQ,526817,active
CHOICEIN,CHOICEIN,Choice International Ltd,INE102B01014,EQ,531358,active
CHOLAFIN,CHOLAFIN,Cholamandalam Investment and Finance Company Ltd,INE121A01024,EQ,511243,active
CHOLAHLDNG,CHOLAHLDNG,CHOLAMANDALAM FINANCIAL HOLDINGS LIMITED,INE149A01033,EQ,504973,active
CIEINDIA,CIEINDIA,CIE Automotive India Limited,INE536H01010,EQ,532756,active
CIFL,CIFL,CAPITAL INDIA FINANCE LIMITED,INE345H01024,EQ,530879,active
CIGNITITEC,CIGNITI2,Cigniti Technologies Ltd,INE675C01017,EQ,590089,delisted
CINELINE,CINELINE,Cineline India Limited,INE704H01022,EQ,532807,active
CINEVISTA,CINEVISTA,Cinevista Limited,INE039B01026,EQ,532324,active
CIPLA,CIPLA,Cipla Ltd.,INE059A01026,EQ,500087,active
CLEAN,CLEAN,Clean Science and Technology Limited,INE227W01023,EQ,543318,active
CLEDUCATE,CLEDUCATE7,CL Educate Limited,INE201M01029,EQ,543961,delisted
CLSEL,CLSEL,Chaman Lal Setia Exports Ltd.,INE419D01026,EQ,530307,active
CMSINFO,,CMS Info Systems Limited,INE925R01014,EQ,543441,active
CNL,CNL,CREATIVE NEWTECH LIMITED,INE985W01018,EQ,544631,active
COALINDIA,COALINDIA,Coal India Limited,INE522F01014,EQ,533278,active
COCHINSHIP,COCHINSHIP,Cochin Shipyard Limited,INE704P01025,EQ,540678,active
COFFEEDAY,COFFEEDAY,Coffee Day Enterprises Limited,INE335K01011,EQ,539436,active
COFORGE,COFORGE,COFORGE LIMITED,INE591G01025,EQ,532541,active
COHANCE,COHANCE,Cohance Lifesciences Limited,INE03QK01018,EQ,543064,active
COLPAL,COLPAL,Colgate-Palmolive (India) Ltd.,INE259A01022,EQ,500830,active
COMPUSOFT,COMPUSOFT,Compucom Software Lt.,INE453B01029,EQ,532339,active
CONCOR,CONCOR,Container Corporation Of India Ltd.,INE111A01025,EQ,531344,active
CONCORDBIO,CONCORDBIO,Concord Biotech Limited,INE338H01029,EQ,543960,active
CONFIPET,CONFIPET,Confidence Petroleum India Limited,INE552D01024,EQ,526829,active
CONSOFINVT,CONSOFIN,Consolidated Finvest & Holdings Limited,INE025A01027,EQ,500226,delisted
CONTROLPR,CONTROLPR,Control Print (India) Ltd.,INE663B01015,EQ,522295,active
CORALFINAC,CORALFINAC,Coral India Finance And Housing Ltd,INE558D01021,EQ,531556,active
CORDSCABLE,CORDSCABLE,Cords Cable Industries Limited,INE792I01017,EQ,532941,active
COROMANDEL,COROMANDEL,Coromandel International Limited,INE169A01031,EQ,506395,active
CORONA,CORONA,Corona Remedies Limited,INE02ZQ01018,EQ,544644,active
COSMOFIRST,COSMOFIRST,Cosmo First Limited,INE757A01017,EQ,508814,active
COUNCODOS,COUNCODOS,Country Condo's Ltd,INE695B01025,EQ,531624,active
CPCAP,CPCAP,CP CAPITAL LIMITED,INE521J01018,EQ,533260,active
CPEDU,CPEDU,Career Point Edutech Limited,INE0P6P01016,EQ,544499,active
CPPLUS,CPPLUS,Aditya Infotech Limited,INE819V01029,EQ,544466,active
CRAFTSMAN,CRAFTSMAN,Craftsman Automation Limited,INE00LO01017,EQ,543276,active
CRAMC,CRAMC,Canara Robeco Asset Management Company Limited,INE218I01013,EQ,544580,active
CREATIVEYE,CREATIVEYE,Creative Eye Ltd.,INE230B01021,EQ,532392,active
CREDITACC,CREDITACC,CreditAccess Grameen Ltd.,INE741K01010,EQ,541770,active
CREST,CREST,CREST VENTURES LIMITED,INE559D01011,EQ,511413,active
CRISIL,CRISIL,CRISIL Ltd.,INE007A01025,EQ,500092,active
CRIZAC,CRIZAC,CRIZAC LIMITED,INE0S4R01014,EQ,544439,active
CROMPTON,CROMPTON,Crompton Greaves Consumer Electricals Limited,INE299U01018,EQ,539876,active
CROWN,,Crown Lifters Limited,INE491V01019,EQ,,active
CSBBANK,CSBBANK,CSB Bank Limited,INE679A01013,EQ,542867,active
CSLFINANCE,CSLFINANCE,CSL Finance Limited,INE718F01018,EQ,530067,active
CTE,CTE,Cambridge Technology Enterprises Ltd.,INE627H01017,EQ,532801,active
CUB,CUB,City Union Bank Ltd,INE491A01021,EQ,532210,active
CUBEXTUB,CUBEXTUB,Cubex Tubings Ltd,INE144D01012,EQ,526027,active
CUMMINSIND,CUMMINSIND,Cummins India Ltd.,INE298A01020,EQ,500480,active
CUPID,CUPID,Cupid Limited,INE509F01029,EQ,530843,active
CYIENT,CYIENT,Cyient Limited,INE136B01020,EQ,532175,active
CYIENTDLM,CYIENTDLM,Cyient DLM Limited,INE055S01018,EQ,543933,active
DABUR,DABUR,Dabur India Ltd.,INE016A01026,EQ,500096,active
DALBHARAT,DALBHARAT,DALMIA BHARAT LIMITED,INE00R701025,EQ,542216,active
DALMIASUG,DALMIASUG,Dalmia Bharat Sugar and Industries Ltd,INE495A01022,EQ,500097,active
DAMCAPITAL,DAMCAPITAL,DAM Capital Advisors Limited,INE284H01025,EQ,544316,active
DAMODARIND,DAMODARIND,Damodar Industries Limited,INE497D01022,EQ,521220,active
DANGEE,,Dangee Dums Limited,INE688Y01022,EQ,,active
DATAMATICS,DATAMATICS,Datamatics Global Services Limited,INE365B01017,EQ,532528,active
DATAPATTNS,DATAPATTNS,Data Patterns (India) Limited,INE0IX101010,EQ,543428,active
DAVANGERE,DAVANGERE,Davangere Sugar Company Limited,INE179G01029,EQ,543267,active
DBCORP,DBCORP,D.B.Corp Limited,INE950I01011,EQ,533151,active
DBEIL,DBEIL,Deepak Builders and Engineers India Limited,INE0OPA01019,EQ,544276,active
DBL,DBL,Dilip Buildcon Limited,INE917M01012,EQ,540047,active
DBOL,DBOL,Dhampur Bio Organics Limited,INE0I3401014,EQ,543593,active
DBREALTY,DBREALTY,VALOR ESTATE LIMITED,INE879I01012,EQ,533160,active
DBSTOCKBRO,DBSTOCKBRO,DB(INTERNATIONAL)Stock Brokers Ltd,INE921B01025,EQ,530393,active
DCAL,DCAL,Dishman Carbogen Amcis Limited,INE385W01011,EQ,540701,active
DCBBANK,DCBBANK,DCB Bank Limited,INE503A01015,EQ,532772,active
DCI,DCI,Dc Infotech and Communication Limited,INE0A1101019,EQ,543636,active
DCM,DCM,DCM Ltd.,INE498A01018,EQ,502820,active
DCMFINSERV,DCMFINSERV,DCM Financial Services Ltd.,INE891B01012,EQ,511611,active
DCMNVL,DCMNVL,DCM NOUVELLE LIMITED,INE08KP01019,EQ,542729,active
DCMSHRIRAM,DCMSHRIRAM,DCM Shriram Limited,INE499A01024,EQ,523367,active
DCMSRIND,DCMSRIND,DCM Shriram Industries Ltd.,INE843D01027,EQ,523369,active
DCW,DCW,DCW Ltd.,INE500A01029,EQ,500117,active
DCXINDIA,DCXINDIA,DCX Systems Limited,INE0KL801015,EQ,543650,active
DDEVPLSTIK,DDEVPLSTIK,DDEV PLASTIKS INDUSTRIES LIMITED,INE0HR601026,EQ,543547,active
DECCANCE,DECCANCE,Deccan Cements Ltd.,INE583C01021,EQ,502137,active
DEEDEV,DEEDEV,DEE DEVELOPMENT ENGINEERS LIMITED,INE841L01016,EQ,544198,active
DEEPAKFERT,DEEPAKFERT,Deepak Fertilizers &Petrochemicals,INE501A01019,EQ,500645,active
DEEPAKNTR,DEEPAKNTR,Deepak Nitrite Limited,INE288B01029,EQ,506401,active
DEEPINDS,DEEPINDS,Deep Industries Limited,INE0FHS01024,EQ,543288,active
DELHIVERY,DELHIVERY,Delhivery Limited,INE148O01028,EQ,543529,active
DELPHIFX,DELPHIFX,DELPHI WORLD MONEY LIMITED,INE726L01019,EQ,533452,active
DELTACORP,DELTACORP,Delta Corp Limited,INE124G01033,EQ,532848,active
DELTAMAGNT,DELTAMAGNT,DELTA MANUFACTURING LIMITED,INE393A01011,EQ,504286,active
DEN,DEN,DEN Networks Limited,INE947J01015,EQ,533137,active
DENORA,DENORA,De Nora India Limited,INE244A01016,EQ,590031,active
DENTA,DENTA,Denta Water and Infra Solutions Limited,INE0R4L01018,EQ,544345,active
DEVIT,DEVIT,DEV INFORMATION TECHNOLOGY LIMITED,INE060X01034,EQ,543462,active
DEVX,DEVX,Dev Accelerator Limited,INE0VOV01021,EQ,544513,active
DEVYANI,DEVYANI,Devyani International Limited,INE872J01023,EQ,543330,active
DGCONTENT,DGCONTENT,Digicontent Limited,INE03JI01017,EQ,542685,active
DHAMPURSUG,DHAMPURSUG,Dhampur Sugar Mills Ltd.,INE041A01016,EQ,500119,active
DHANBANK,DHANBANK,Dhanlaxmi Bank Limited,INE680A01011,EQ,532180,active
DHANUKA,DHANUKA,Dhanuka Agritech Ltd.,INE435G01025,EQ,507717,active
DHARMAJ,DHARMAJ,Dharmaj Crop Guard Limited,INE00OQ01016,EQ,543687,active
DHRUV,DHRUV,Dhruv Consultancy Services Limited,INE506Z01015,EQ,541302,active
DHUNINV,DHUNINV,Dhunseri Investments Ltd,INE320L01011,EQ,533336,active
DIACABS,DIACABS,Diamond Power Infrastructure Limited,INE989C01038,EQ,522163,active
DIAMINESQ,DIAMINESQ,Diamines & Chemicals Ltd.,INE591D01014,EQ,500120,active
DIAMONDYD,DIAMONDYD,Prataap Snacks Limited,INE393P01035,EQ,540724,active
DICIND,DICIND,DIC India Ltd,INE303A01010,EQ,500089,active
DIFFNKG,DIFFNKG,Diffusion Engineers Limited,INE184O01015,EQ,544264,active
DIGIDRIVE,DIGIDRIVE,DIGIDRIVE DISTRIBUTORS LIMITED,INE0PSC01024,EQ,544079,active
DIGITIDE,DIGITIDE,Digitide Solutions Limited,INE0U4701011,EQ,544413,active
DIGJAMLMTD,DIGJAMLMTD,DIGJAM LIMITED,INE731U01028,EQ,539979,active
DIL,,Debock Industries Limited,INE411Y01011,EQ,,active
DISHTV,DISHTV,Dish TV India Limited,INE836F01026,EQ,532839,active
DIVGIITTS,DIVGIITTS,DIVGI TORQTRANSFER SYSTEMS LIMITED,INE753U01022,EQ,543812,active
DIVISLAB,DIVISLAB,Divi's Laboratories Ltd.,INE361B01024,EQ,532488,active
DIXON,DIXON,Dixon Technologies (India) Limited,INE935N01020,EQ,540699,active
DJML,DJML,DJ Mediaprint & Logistics Limited,INE0B1K01014,EQ,543193,active
DLF,DLF,DLF LIMITED,INE271C01023,EQ,532868,active
DLINKINDIA,DLINKINDIA,D-Link (India) Ltd,INE250K01012,EQ,533146,active
DMART,DMART,Avenue Supermarts Limited,INE192R01011,EQ,540376,active
DMCC,DMCC,DMCC SPECIALITY CHEMICALS LIMITED,INE505A01010,EQ,506405,active
DNAMEDIA,DNAMEDIA,Diligent Media Corporation Limited,INE016M01021,EQ,540789,active
DODLA,DODLA,Dodla Dairy Limited,INE021O01019,EQ,543306,active
DOLATALGO,DOLATALGO,DOLAT ALGOTECH LIMITED,INE966A01022,EQ,505526,active
DOLLAR,DOLLAR,Dollar Industries Limited,INE325C01035,EQ,541403,active
DOLPHIN,DOLPHIN,Dolphin Offshore Enterprises (India) ltd.,INE920A01037,EQ,522261,active
DOMS,DOMS,DOMS Industries Limited,INE321T01012,EQ,544045,active
DONEAR,DONEAR,Donear Industries Ltd,INE668D01028,EQ,512519,active
DPABHUSHAN,DPABHUSHAN,D P ABHUSHAN LIMITED,INE266Y01019,EQ,544161,active
DPSCLTD,,DPSC Limited,INE360C01024,EQ,,active
DPWIRES,DPWIRES,D.P. WIRES LIMITED,INE864X01013,EQ,543962,active
DRCSYSTEMS,DRCSYSTEMS,DRC Systems India Limited,INE03RS01027,EQ,543268,active
DREAMFOLKS,DREAMFOLKS,DREAMFOLKS SERVICES LIMITED,INE0JS101016,EQ,543591,active
DREDGECORP,DREDGECORP,Dredging Corporation of India Ltd.,INE506A01018,EQ,523618,active
DRREDDY,DRREDDY,Dr. Reddy's Laboratories Ltd.,INE089A01031,EQ,500124,active
DSSL,DSSL,Dynacons Systems & Solutions Ltd.,INE417B01040,EQ,532365,active
DTIL,DTIL,Dhunseri Tea & Industries Ltd,INE341R01014,EQ,538902,active
DUCON,DUCON,Ducon Infratechnologies Limited,INE741L01018,EQ,534674,active
DVL,DVL,Dhunseri Ventures Limited,INE477B01010,EQ,523736,active
DWARKESH,DWARKESH,Dwarikesh Sugar Industries Ltd.,INE366A01041,EQ,532610,active
DYCL,DYCL,Dynamic Cables Limited,INE600Y01019,EQ,540795,active
DYNAMATECH,DYNAMATECH,Dynamatic Technologies Ltd.,INE221B01012,EQ,505242,active
DYNPRO,DYNPRO,Dynemic Products Ltd.,INE256H01015,EQ,532707,active
E2E,,E2E Networks Limited,INE255Z01019,EQ,,active
EASEMYTRIP,EASEMYTRIP,Easy Trip Planners Limited,INE07O001026,EQ,543272,active
EBGNG,EBGNG,GNG Electronics Limited,INE18JU01028,EQ,544455,active
ECLERX,ECLERX,eClerx Services Limited,INE738I01010,EQ,532927,active
ECOSMOBLTY,ECOSMOBLTY,ECOS (India) Mobility & Hospitality Limited,INE06HJ01020,EQ,544239,active
EDELWEISS,EDELWEISS,Edelweiss Financial Services Ltd.,INE532F01054,EQ,532922,active
EFCIL,EFCIL,EFC (I) LIMITED,INE886D01026,EQ,512008,active
EICHERMOT,EICHERMOT,Eicher Motors Ltd.,INE066A01021,EQ,505200,active
EIDPARRY,EIDPARRY,E.I.D. Parry (India) Ltd.,INE126A01031,EQ,500125,active
EIEL,EIEL,ENVIRO INFRA ENGINEERS LIMITED,INE0LLY01014,EQ,544290,active
EIFFL,,Euro India Fresh Foods Limited,INE546V01010,EQ,,active
EIHAHOTELS,EIHAHOTELS,EIH Associated Hotels Ltd.,INE276C01014,EQ,523127,active
EIHOTEL,EIHOTEL,EIH Ltd,INE230A01023,EQ,500840,active
EIMCOELECO,EIMCOELECO,EIMCO Elecon India Ltd.,INE158B01016,EQ,523708,active
EKC,EKC,Everest Kanto Cylinders Ltd.,INE184H01027,EQ,532684,active
ELDEHSG,ELDEHSG,Eldeco Housing & Ind. Ltd.,INE668G01021,EQ,523329,active
ELECON,ELECON,Elecon Engineering Co.Ltd.,INE205B01031,EQ,505700,active
ELECTCAST,ELECTCAST,Electrosteel Castings Ltd.,INE086A01029,EQ,500128,active
ELECTHERM,ELECTHERM,Electrotherm (India) Ltd,INE822G01016,EQ,526608,active
ELGIEQUIP,ELGIEQUIP,Elgi Equipments Ltd.,INE285A01027,EQ,522074,active
ELGIRUBCO,,Elgi Rubber Company Limited,INE819L01012,EQ,,active
ELIN,ELIN,Elin Electronics Limited,INE050401020,EQ,543725,active
ELLEN,ELLEN,ELLENBARRIE INDUSTRIAL GASES LIMITED,INE236E01022,EQ,544421,active
EMAMILTD,EMAMILTD7,Emami Ltd,INE548C01032,EQ,543894,delisted
EMAMIPAP,EMAMIPAP,Emami Paper Mills Ltd.,INE830C01026,EQ,533208,active
EMAMIREAL,EMAMIREAL,EMAMI REALTY LIMITED,INE778K01012,EQ,533218,active
EMCURE,EMCURE,Emcure Pharmaceuticals Limited,INE168P01015,EQ,544210,active
EMIL,EMIL,Electronics Mart India Limited,INE02YR01019,EQ,543626,active
EMMBI,EMMBI,Emmbi Industries Limited,INE753K01015,EQ,533161,active
EMMVEE,EMMVEE,Emmvee Photovoltaic Power Limited,INE1C6T01020,EQ,544608,active
EMSLIMITED,EMSLIMITED,EMS LIMITED,INE0OV601013,EQ,543983,active
EMUDHRA,EMUDHRA,eMudhra Limited,INE01QM01018,EQ,543533,active
ENDURANCE,ENDURANCE,Endurance Technologies Limited,INE913H01037,EQ,540153,active
ENGINERSIN,ENGINERSIN,Engineers India Ltd.,INE510A01028,EQ,532178,active
ENIL,ENIL,Entertainment Network (India) Ltd,INE265F01028,EQ,532700,active
ENRIN,ENRIN,Siemens Energy India Limited,INE1NPP01017,EQ,544390,active
ENTERO,ENTERO,Entero Healthcare Solutions Limited,INE010601016,EQ,544122,active
EPACK,EPACK,EPACK Durable Limited,INE0G5901015,EQ,544095,active
EPACKPEB,EPACKPEB,Epack Prefab Technologies Limited,INE0MLS01022,EQ,544540,active
EPIGRAL,EPIGRAL,Epigral Limited,INE071N01016,EQ,543332,active
EPL,EPL,EPL LIMITED,INE255A01020,EQ,500135,active
EQUITASBNK,EQUITASBNK,Equitas Small Finance Bank Limited,INE063P01018,EQ,543243,active
ERIS,ERIS,Eris Lifesciences Limited,INE406M01024,EQ,540596,active
ESABINDIA,ESABINDIA,Esab India Ltd.,INE284A01012,EQ,500133,active
ESAFSFB,ESAFSFB,ESAF Small Finance Bank Ltd,INE818W01011,EQ,544020,active
ESCORTS,ESCORTS,Escorts Kubota Limited,INE042A01014,EQ,500495,active
ESSENTIA,ESSENTIA,Integra Essentia Limited,INE418N01035,EQ,535958,active
ESTER,ESTER,Ester Industries Ltd.,INE778B01029,EQ,500136,active
ETERNAL,ETERNAL,Eternal Limited,INE758T01015,EQ,543320,active
ETHOSLTD,ETHOSLTD,ETHOS LIMITED,INE04TZ01018,EQ,543532,active
EUREKAFORB,EUREKAFORB,Eureka Forbes Limited,INE0KCE01017,EQ,543482,active
EUROBOND,EUROBOND,Euro Panel Products Limited,INE505V01016,EQ,544461,active
EUROPRATIK,EUROPRATIK,EURO PRATIK SALES LIMITED,INE198501012,EQ,544519,active
EVEREADY,EVEREADY,Eveready Industries India Ltd.,INE128A01029,EQ,531508,active
EVERESTIND,EVERESTIND,Everest Industries Ltd.,INE295A01018,EQ,508906,active
EXCEL,EXCEL,Excel Realty N Infra Limited,INE688J01023,EQ,533090,active
EXCELINDUS,EXCELINDUS,Excell Industries Ltd.,INE369A01029,EQ,500650,active
EXCELSOFT,EXCELSOFT,Excelsoft Technologies Limited,INE606N01019,EQ,544617,active
EXICOM,EXICOM,EXICOM TELE-SYSTEMS LIMITED,INE777F01014,EQ,544133,active
EXIDEIND,EXIDEIND,Exide Industries Ltd.,INE302A01020,EQ,500086,active
EXPLEOSOL,EXPLEOSOL,EXPLEO SOLUTIONS LIMITED,INE201K01015,EQ,533121,active
FABTECH,FABTECH,Fabtech Technologies Limited,INE0HF201011,EQ,544558,active
FACT,FACT,Fertilizers and Chemicals Travancore Limited,INE188A01015,EQ,590024,active
FAIRCHEMOR,FAIRCHEMOR,Fairchem Organics Limited,INE0DNW01011,EQ,543252,active
FAZE3Q,FAZE3Q,Faze Three Ltd.,INE963C01033,EQ,530079,active
FCL,FCL,Fineotex Chemical Limited,INE045J01034,EQ,533333,active
FCSSOFT,FCSSOFT,FCS Software Solutions Ltd.,INE512B01022,EQ,532666,active
FDC,FDC,FDC Ltd.,INE258B01022,EQ,531599,active
FEDERALBNK,FEDERALBNK,Federal Bank Ltd.,INE171A01029,EQ,500469,active
FEDFINA,FEDFINA,Fedbank Financial Services Limited,INE007N01010,EQ,544027,active
FIBERWEB,FIBERWEB,FIBERWEB (INDIA) LTD.,INE296C01020,EQ,507910,active
FIEMIND,FIEMIND,FIEM INDUSTRIES LIMITED,INE737H01014,EQ,532768,active
FILATEX,FILATEX,Filatex India Ltd.,INE816B01035,EQ,526227,active
FILATFASH,FILATFASH,Filatex Fashions Ltd,INE185E01021,EQ,532022,active
FINCABLES,FINCABLES,Finolex Cables Ltd.,INE235A01022,EQ,500144,active
FINEORG,FINEORG,Fine Organic Industries Limited,INE686Y01026,EQ,541557,active
FINKURVE,FINKURVE,Finkurve Financial Services Limited,INE734I01027,EQ,508954,active
FINOPB,FINOPB,Fino Payments Bank Limited,INE02NC01014,EQ,543386,active
FINPIPE,FINPIPE,Finolex Industries Ltd.,INE183A01024,EQ,500940,active
FIRSTCRY,FIRSTCRY,Brainbees Solutions Limited,INE02RE01045,EQ,544226,active
FISCHER,FISCHER,FISCHER MEDICAL VENTURES LIMITED,INE771F01041,EQ,524743,active
FIVESTAR,FIVESTAR,Five-Star Business Finance Ltd.,INE128S01021,EQ,543663,active
FLAIR,FLAIR,Flair Writing Industries Limited,INE00Y201027,EQ,544030,active
FLEXITUFF,FLEXITUFF,FLEXITUFF VENTURES INTERNATIONAL LIMITED,INE060J01017,EQ,533638,active
FLUOROCHEM,FLUOROCHEM,Gujarat Fluorochemicals Limited,INE09N301011,EQ,542812,active
FMGOETZE,FMGOETZE,Federal-Mogul Goetze (India) Ltd,INE529A01010,EQ,505744,active
FMNL,FMNL,Future Market Networks Limited,INE360L01017,EQ,533296,active
FOCUS,,Focus Lighting and Fixtures Limited,INE593W01028,EQ,,active
FOODSIN,FOODSIN,Foods & Inns Ltd.,INE976E01023,EQ,507552,active
FORCEMOT,FORCEMOT,Force Motors Limited,INE451A01017,EQ,500033,active
FORTIS,FORTIS,Fortis Healthcare Ltd,INE061F01013,EQ,532843,active
FOSECOIND,FOSECOIND,Foseco India Ltd,INE519A01011,EQ,500150,active
FSL,FSL,Firstsource Solutions Ltd.,INE684F01012,EQ,532809,active
FUSION,FUSION,FUSION FINANCE LIMITED,INE139R01012,EQ,543652,active
GABRIEL,GABRIEL,Gabriel India Ltd.,INE524A01029,EQ,505714,active
GAEL,GAEL,Gujarat Ambuja Exports Ltd.,INE036B01030,EQ,524226,active
GAIL,GAIL,Gail (India) Ltd.,INE129A01019,EQ,532155,active
GALAPREC,GALAPREC,Gala Precision Engineering Limited,INE0RE001014,EQ,544244,active
GALAXYSURF,GALAXYSURF,Galaxy Surfactants Limited,INE600K01018,EQ,540935,active
GALLANTT,GALLANTT,GALLANTT ISPAT LIMITED,INE297H01019,EQ,532726,active
GANDHAR,GANDHAR,Gandhar Oil Refinery (India) Limited,INE717W01049,EQ,544029,active
GANDHITUBE,GANDHITUBE,Gandhi Special Tubes Ltd.,INE524B01027,EQ,513108,active
GANECOS,GANECOS,Ganesha Ecosphere Limited,INE845D01014,EQ,514167,active
GANESHBE,GANESHBE,Ganesh Benzoplast Ltd.,INE388A01029,EQ,500153,active
GANESHCP,GANESHCP,Ganesh Consumer Products Limited,INE652V01016,EQ,544528,active
GANESHHOU,GANESHHOU,GANESH HOUSING LIMITED,INE460C01014,EQ,526367,active
GANGAFORGE,,Ganga Forging Limited,INE691Z01023,EQ,,active
GANGESSECU,GANGESSECU,Ganges Securities Ltd.,INE335W01016,EQ,540647,active
GARFIBRES,GARFIBRES,GARWARE TECHNICAL FIBRES LIMITED,INE276A01018,EQ,509557,active
GARUDA,GARUDA,Garuda Construction and Engineering Limited,INE0JVO01026,EQ,544271,active
GATECH,GATECH,GACM Technologies Limited,INE224E01028,EQ,531723,active
GATECHDVR,GATECHDVR,GACM Technologies Limited,INE224E01036,EQ,570005,active
GATEWAY,GATEWAY,Gateway Distriparks Limited,INE079J01017,EQ,543489,active
